id,name,spokenLanguage,signedLanguage,category,definition,paraphrase,example,url,videoDuration,exampleVideoDuration
125014,RENAISSANCE,de,dsgs,Sport/Freizeit,"das Wiederaufleben einer Mode, einer kulturellen Strömung oder einer Technologie","Comeback, Wiedergeburt",In der Kunst wird die Epoche des 15. und 16. Jahrhunderts als Renaissance bezeichnet.,https://signsuisse.sgb-fss.ch/lexikon/125014/renaissance,2.4,8.84
119234,MON,fr,lsf-ch,Allgemein,Qui est à moi. Qui m'appartient.,Adjectif possessif de la 1ère personne du singulier.,Je te prête mon livre &quot;Les enfants du silence&quot;.,https://signsuisse.sgb-fss.ch/fr/lexikon/119234/mon,1.959,6.334
128835,SCHNEIDER,de,dsgs,Beruf/Schule,"Schneider ist ein handwerklicher Lehrberuf der Textilverarbeitung. Die Aufgabe des Schneiders ist es, Textilien zu Bekleidung zu verarbeiten.","Beruf, meist selbstständiger Handwerker, Gewerbetreibender, der Kleidung anfertigt oder ändert","Jemand, der von Beruf Schneider ist, kann verschiedene Kleider abändern.",https://signsuisse.sgb-fss.ch/lexikon/128835/schneider,2.76,4.84
122748,DROGA,it,lis-ch,Medizin,"Qualsiasi sostanza, di origine vegetale o prodotta chimicamente, il cui consumo e commercio è proibito dalla legge (eroina, cocaina, hashish ecc.).",Stupefacente.,Questo ragazzo desidera smettere di fare uso di droga.,https://signsuisse.sgb-fss.ch/it/lexikon/122748/droga,3.709,4.584
116779,LANCER DES PIQUES,fr,lsf-ch,Verb,S'exprimer sans ménagement à l'adresse de quelqu'un. Dire des paroles blessantes.,"Dire, méchanceté.","Fais attention à cette personne, elle aime lancer des piques à tout le monde.",https://signsuisse.sgb-fss.ch/fr/lexikon/116779/lancer-des-piques,2.084,9.792
123642,BMW,de,dsgs,Verkehr,"Die Bayerische Motoren Werke AG BMW ist ein deutscher Hersteller von luxuriösen Automobilen, Motorrädern und Motoren.",bayerische Automarke,Dieser Mann sucht alte Modelle der Automarke BMW.,https://signsuisse.sgb-fss.ch/lexikon/123642/bmw,2.84,6.6
113027,KORNNATTER,de,dsgs,Tiere,Die Kornnatter ist eine ungiftige Natter aus Nordamerika.,"Kriechtier, Schlange, nicht giftig",Die Kornnatter ist eine Schlange mit Körperflecken.,https://signsuisse.sgb-fss.ch/lexikon/113027/kornnatter,3.042,6.459
129745,ZÜRICH TIEFENBRUNNEN,de,dsgs,Stadt,Der Bahnhof Tiefenbrunnen liegt an der 1894 durch die Schweizerische Nordostbahn eröffneten rechtsufrigen Zürichseebahn im Quartier Seefeld der Stadt Zürich.,Name eines Bahnhofs im Quartier Seefeld/Stadt Zürich.,"Wenn man vom Bellevue bis zum Tiefenbrunnen läuft, hat man eine schöne Sicht auf den See.",https://signsuisse.sgb-fss.ch/lexikon/129745/zuerich-tiefenbrunnen,2.56,7.84
113256,GRIPEN,de,dsgs,Verkehr,Gripen ist ein schwedisches Mehrzweckkampfflugzeug und die Nachfolgeentwicklung der Saab JA 37 Viggen.,Bezeichnung eines Kampfflugzeugs,Der Gripen wurde dieses Jahr 2014 an der Abstimmung abgelehnt.,https://signsuisse.sgb-fss.ch/lexikon/113256/gripen,2.52,7.08
115651,TIBET,de,dsgs,Nation,"Die Bezeichnung Tibet wird heute sowohl für das gesamte tibetische Hochland verwendet als auch für das Autonome Gebiet Tibet, die 1965 gegründete Verwaltungseinheit der Volksrepublik China.",Land in Asien,In Tibet gibt es hohe Berge. Dort oben wohnen die bekannten Mönche mit ihren orangen Gewändern.,https://signsuisse.sgb-fss.ch/lexikon/115651/tibet,3.292,9.5
124027,FORMATEUR - FORMATRICE,fr,lsf-ch,Beruf/Schule,"Personne chargée d'en former d'autres (des adultes, des professionnels).","Professionnel, formation, transmission.",Cette interprète est également formatrice.,https://signsuisse.sgb-fss.ch/fr/lexikon/124027/formateur-formatrice,2.792,3.834
128164,ÉLÈVE,fr,lsf-ch,Beruf/Schule,Garçon ou fille qui reçoit un enseignement scolaire dans un établissement.,"Enfant, cartable, cahier, crayon.",J'ai seulement sept élèves cette année.,https://signsuisse.sgb-fss.ch/fr/lexikon/128164/eleve,2.584,4.709
122538,CANTANTE,it,lis-ch,Beruf/Schule,Chi esercita l'arte del canto;,Musicista.,"Lei di sera, canta sempre in diversi luoghi.",https://signsuisse.sgb-fss.ch/it/lexikon/122538/cantante,2.209,6.875
131104,TAILLE 3,fr,lsf-ch,",Medizin","Partie rétrécie du corps humain, située entre les hanches et le bas des côtes.",Mesure.,,https://signsuisse.sgb-fss.ch/fr/lexikon/131104/taille-3,3.6,0.0
119369,CINQ,fr,lsf-ch,Wirtschaft,Nombre: 3+2=5,"Nombre, 5, X.",J'ai cinq petits-enfants.,https://signsuisse.sgb-fss.ch/fr/lexikon/119369/cinq,2.375,4.209
119490,INCROYABLE,fr,lsf-ch,Eigenschaft,Que l'on ne peut pas croire.,"Inconcevable, extraordinaire.",Elle m'a raconté l'histoire incroyable de cette personne sourde qui a vécu les guerres mondiales.,https://signsuisse.sgb-fss.ch/fr/lexikon/119490/incroyable,2.375,8.334
130255,VOUS DEUX,fr,lsf-ch,Allgemein,Chacun des deux dont il est question.,L'un et l'autre.,"Vous-deux, vous allez à Londres la semaine prochaine.",https://signsuisse.sgb-fss.ch/fr/lexikon/130255/vous-deux,2.52,5.72
114963,BIBEL,de,dsgs,Religion,"Titel des Buches, welches nach christlicher Auffassung Gottes Wort ist","heilige Schrift, Wort Gottes",Der Pfarrer predigt aus der Bibel.,https://signsuisse.sgb-fss.ch/lexikon/114963/bibel,3.0,5.4
120586,PROCOM,fr,lsf-ch,Haus/Gebäude,"La fondation &quot;procom&quot;a été créée en Suisse en 1988. Elle offre un service d'interprètes, un relais texte internet, un service vidéocom et un annuaire vidéophone.",Fondation d'aide à la communication pour sourds.,"En janvier 2005, le Service d’interprètes en langue des signes française de la FSS-RR a été transferé à Procom.",https://signsuisse.sgb-fss.ch/fr/lexikon/120586/procom,2.48,12.6
123345,CHRISTOPH BLOCHER,it,lis-ch,Menschen,ex-leader dell'Unione Democratica di Centro (partito politico svizzero).,Personaggio politico.,Christoph Blocher è stato eliminato dal suo gruppo.,https://signsuisse.sgb-fss.ch/it/lexikon/123345/christoph-blocher,3.0,4.0
128297,DREIUNDZWANZIG,de,dsgs,Allgemein,Die Dreiundzwanzig (23) ist die natürliche Zahl zwischen 22 und 24. Sie ist ungerade und eine Primzahl.,"Zahl, 23",Bitte Seite 23 lesen und sich mit dem Inhalt vertraut machen.,https://signsuisse.sgb-fss.ch/lexikon/128297/dreiundzwanzig,2.814,4.9
114618,HUNDERTZWANZIG,de,dsgs,Allgemein,Die Hundertzwanzig ist die näturliche Zahl zwischen hundertneunzehn und hunderteinundzwanzig.,"Zahl, 120",Auf den Schweizer Autobahnen gilt die Höchstgeschwindigkeit von 120km/h.,https://signsuisse.sgb-fss.ch/lexikon/114618/hundertzwanzig,2.792,8.0
129305,SICHERHEIT,de,dsgs,Allgemein,"Zustand des Sicherseins, Geschütztseins vor Gefahr oder Schaden; höchstmögliches Freisein von Gefährdungen",das Geschütztsein vor Gefahren/Risiken,"Während draussen der Sturm tobte, waren wir in der Hütte in Sicherheit.",https://signsuisse.sgb-fss.ch/lexikon/129305/sicherheit,2.4,7.56
124232,HORLOGERIE,fr,lsf-ch,Haus/Gebäude,"Technique de la fabrication ou de la réparation des horloges, des pendules, des montres.",fabrication des montres,Il travaille dans l'horlogerie.,https://signsuisse.sgb-fss.ch/fr/lexikon/124232/horlogerie,3.48,5.04
114473,TANT PIS,fr,lsf-ch,Allgemein,Locution exprimant qu'un fait est malheureux.,"Dommage, regrettable.","Demain, tu ne peux pas venir? tant pis!",https://signsuisse.sgb-fss.ch/fr/lexikon/114473/tant-pis,2.042,3.625
119288,S'APPELER,fr,lsf-ch,Verb,Avoir pour nom.,Se nommer.,Comment tu t'appelles ?,https://signsuisse.sgb-fss.ch/fr/lexikon/119288/sappeler,2.584,3.042
116966,ERLEBNIS,de,dsgs,Allgemein,"Das Erlebnis ist ein Ereignis im individuellen Leben eines Menschen, das sich vom Alltag des Erlebenden so sehr unterscheidet, dass es ihm lange im Gedächtnis bleibt.",Vergangenes Ereignis,Meine Kinder gingen ins Pfadilager. Es war ein schönes Erlebnis.,https://signsuisse.sgb-fss.ch/lexikon/116966/erlebnis,3.042,5.417
112071,KONYA,de,dsgs,Stadt,"Konya ist die Hauptstadt der türkischen Provinz Konya, der flächenmässig grössten Provinz der Türkei und ist die siebtgrösste Stadt des Landes.",Stadt in der Türkei,Konya ist eine Stadt in der Türkei.,https://signsuisse.sgb-fss.ch/lexikon/112071/konya,1.92,3.68
123879,JOSEPH MONTGOLFIER,de,dsgs,Menschen,"Joseph Montgolfier war einer der beiden Erfinder des Heissluftballons, der Montgolfière. Bekannt sind beide Brüder, mit oder ohne den Zusatz de, als Joseph de Montgolfier und Étienne de Montgolfier.",Erfinder des Heissluftballons,Joseph Montgolfier hat mit seinem Bruder den Heissluftballon erfunden.,https://signsuisse.sgb-fss.ch/lexikon/123879/joseph-montgolfier,2.32,6.96
117006,RICORDO,it,lis-ch,Allgemein,"Oggetto conservato o da conservare per mantenere o dimostrare la memoria di una persona, di un avvenimento, di un luogo",Souvenir.,In vacanza ho preso un piccolo oggetto come ricordo.,https://signsuisse.sgb-fss.ch/it/lexikon/117006/ricordo,2.375,5.334
113688,BUSTA,it,lis-ch,Beruf/Schule,"Sorta di involucro di carta, per chiudervi lettere o altro.",Custodia.,Hai trovato la busta?,https://signsuisse.sgb-fss.ch/it/lexikon/113688/busta,4.084,4.625
126962,LITAUEN,de,dsgs,Nation,Litauen ist ein Staat in Nordeuropa und der südlichste der drei baltischen Staaten.,"Staat an der Ostsee mit Grenzen zu Lettland, Weißrussland, Polen und Russland",In Litauen gibt es ein Teufel Museum.,https://signsuisse.sgb-fss.ch/lexikon/126962/litauen,2.709,4.75
112654,TURQUOISE,fr,lsf-ch,Allgemein,Bleu vert.,"Couleur, bleu vert.",Ma robe est bleu turquoise.,https://signsuisse.sgb-fss.ch/fr/lexikon/112654/turquoise,2.72,5.56
113916,FREIZEIT,de,dsgs,Sport/Freizeit,"die Zeit, die einem ausserhalb der Arbeitszeit zur freien Gestaltung verbleibt","frei von beruflicher Tätigkeit, sich Zeit nehmen für Hobbys",In der Freizeit fahre ich Velo.,https://signsuisse.sgb-fss.ch/lexikon/113916/freizeit,3.084,4.75
121163,ASSOCIAZIONE,it,lis-ch,Haus/Gebäude,Aggregazione di più persone per uno scopo comune.,"Società, alleanza.",,https://signsuisse.sgb-fss.ch/it/lexikon/121163/associazione,3.209,0.0
115802,BURN OUT,de,dsgs,Medizin,"Ein Burnout-Syndrom ist Ausgebranntsein, ein Zustand ausgesprochener emotionaler Erschöpfung mit reduzierter Leistungsfähigkeit.",körperlich und seelisch keine Kraft mehr,"Immer mehr Leute leiden an einem Burnout aufgrund beruflicher, familiärer oder finanzieller Belastung.",https://signsuisse.sgb-fss.ch/lexikon/115802/burn-out,3.209,10.584
112108,LEIDER,de,dsgs,Verb,"Leider ist von Bedürfnissen, Hoffnungen und Erwartungen.","kann nicht, schade",Leider kann ich morgen nicht in den Englischkurs gehen,https://signsuisse.sgb-fss.ch/lexikon/112108/leider,2.667,4.042
121274,DOPPIO,it,lis-ch,Allgemein,"Che equivale a due volte la quantità, la grandezza assunta come riferimento",Due volte la quantità.,Il mio collega di lavoro guadagna il doppio.,https://signsuisse.sgb-fss.ch/it/lexikon/121274/doppio,2.584,4.667
114838,KATZE,de,dsgs,Tiere,"Die Katze oder der Kater ist ein fleischfressendes, zu den Katzen gehörendes Säugetier.","Tier, 4 Beine, Fell, langer Schwanz, liebt Maus zu fangen, oft Haustiere, liebt die Verbundenheit mit Mensch",Gestern habe ich fünf süsse Katzen bekommen.,https://signsuisse.sgb-fss.ch/lexikon/114838/katze,2.917,4.334
118381,ICÔNE,fr,lsf-ch,Veranstaltung/Medien,"Symbole graphique affiché sur l'écran d'un ordinateur et correspondant, au sein d'un logiciel, à l'exécution d'une tâche particulière.","Pictogramme, symbole graphique.","Très visuel, l'icône facilite la circulation dans un logiciel ou sur Internet.",https://signsuisse.sgb-fss.ch/fr/lexikon/118381/icone,3.76,12.36
129588,ENGLISCH,de,dsgs,Beruf/Schule,"Die englische Sprache bildet zusammen mit dem Deutschen, dem Niederländischen, dem Niederdeutschen, dem Afrikans und den friesischen Sprachen den westlichen Zweig der germanischen Sprachen.",Sprache aus England oder Amerika,Meine Familie beherscht die englische Sprache.,https://signsuisse.sgb-fss.ch/lexikon/129588/englisch,2.167,3.625
125369,CENTRE LES CHEMAIN'S,fr,lsf-ch,Haus/Gebäude,"Ce centre s'adresse à des jeunes sourds. Géré par des éducateurs, il regroupe le Service romand itinérant en surdité et un lieu d'accueil et d'occupation en surdité. Il est situé à Renens dans le canton de Vaud en Suisse.","Centre, jeunes sourds, Renens, Vaud, Suisse.","Tous les jours, au centre des Chemain'S, des activités sont proposées aux sourds. Par ex : des cours de maths, des cours de français, des ateliers de cuisine, etc.",https://signsuisse.sgb-fss.ch/fr/lexikon/125369/centre-les-chemains,3.52,18.16
113120,WÄRE,de,dsgs,Verb,"Das Wort »wäre« ist eine Nebenform zu sein; dabei sein, an einem bestimmten Ort sein, sich befinden.",dabei sein,"Ich wäre gerne gekommen, aber ich habe schon etwas abgemacht.",https://signsuisse.sgb-fss.ch/lexikon/113120/waere,2.292,5.167
119224,BON APPÉTIT,fr,lsf-ch,Nahrung,Souhait qu'on adresse à quelqu'un qui mange ou qui va manger,Formule de politesse.,"Le midi, lorsque nous mangeons au restaurant, nous nous disons toujours &quot;bon appétit&quot;.",https://signsuisse.sgb-fss.ch/fr/lexikon/119224/bon-appetit,3.125,6.125
117008,REIF,de,dsgs,Allgemein,"Dem Alter entsprechend erwachsen, fortgeschritten und erfahren (auch im Bezug auf die Arbeit)","- so vernünftig, wie man es von einem Erwachsenen erwarten kann.",Mein Sohn ist frühreif.,https://signsuisse.sgb-fss.ch/lexikon/117008/reif,2.52,3.88
126789,HAUPTSACHE,de,dsgs,Allgemein,"das Wichtigste; das Entscheidende; das, worum es am meisten geht",wichtigste Sache,Hauptsache wir leben und sind gesund.,https://signsuisse.sgb-fss.ch/lexikon/126789/hauptsache,2.48,3.68
121789,ANNOIARSI,it,lis-ch,Verb,Provare noia.,Provare noia.,"Il bambino gioca al videogame, così non si annoia.",https://signsuisse.sgb-fss.ch/it/lexikon/121789/annoiarsi,3.125,4.667
118848,REPOUSSER 2,fr,lsf-ch,Verb,Pousser quelque chose. La remettre à sa place.,"Remettre, pousser.",Maman repousse la table contre le mur.,https://signsuisse.sgb-fss.ch/fr/lexikon/118848/repousser-2,2.68,6.36
112392,GÖKHAN INLER,de,dsgs,Menschen,Gökhan Inler ist ein Schweizer Fussballspieler mit türkischer Abstammung.,Schweizer Fussballspieler,"Gökhan Inler ist ein Schweizer Fussballspieler, der im Mittelfeld spielt.",https://signsuisse.sgb-fss.ch/lexikon/112392/goekhan-inler,1.8,6.12
114676,JOUR OUVRABLE,fr,lsf-ch,Allgemein,"Dans le monde du travail, un jour ouvrable correspond à tous les jours de la semaine hors dimanche et jours fériés.",Jour travaillé.,Les jours ouvrables vont du lundi au samedi.,https://signsuisse.sgb-fss.ch/fr/lexikon/114676/jour-ouvrable,3.64,8.88
113763,AMYGDALE,fr,lsf-ch,Medizin,"Organe du larynx, en forme d'amande appartenant au système lymphoïde.",Organe du larynx.,"Comme Mathieu avait des angines à répétition, il a été opéré des amygdales.",https://signsuisse.sgb-fss.ch/fr/lexikon/113763/amygdale,3.4,11.72
127451,ÜBERFAHREN,de,dsgs,Verb,über etwas hinwegfahren,"mit einem Fahrzeug über einen Menschen (oder ein Tier) rollen, ihn verletzen oder töten","Heute ist mir passiert, dass ich eine Katze überfahren habe.",https://signsuisse.sgb-fss.ch/lexikon/127451/ueberfahren,2.2,4.56
125819,BLINZELN,de,dsgs,Verb,die Augen ganz kurz schließen und wieder öffnen,die Augen mehrmals hintereinander schnell auf- und zumachen,Meine Augen blinzeln stark aufgrund von Staub in der Luft.,https://signsuisse.sgb-fss.ch/lexikon/125819/blinzeln,2.334,5.875
115544,STRAUCH,de,dsgs,Natur,Der Begriff Strauch bezeichnet eine Wuchsform von Pflanzen.,Busch,Jeweils im Frühling und im Herbst schneidet man die Sträucher zurück.,https://signsuisse.sgb-fss.ch/lexikon/115544/strauch,2.75,6.084
116669,AB,de,dsgs,Allgemein,"Eine Absage ist eine Mitteilung, dass eine vorher getroffene Vereinbarung für ein in Zukunft stattfindendes Ereignis, beispielsweise ein Treffen, nicht stattfinden wird.","absagen, nicht stattfinden lassen",Heute ist der Kurs abgesagt worden.,https://signsuisse.sgb-fss.ch/lexikon/116669/ab,2.792,5.0
128703,NACHRICHTENDIENST,de,dsgs,Politik/Recht,"Ein Nachrichtendienst oder Geheimdienst ist eine Behörde, die zur Gewinnung von Erkenntnissen über die außen-, innen- und sicherheitspolitische Lage die erforderlichen Informationen auch mit nachrichtendienstlichen Mitteln sammelt und auswertet.",staatlicher Geheimdienst,In der Schweiz gibt es drei Nachrichtendienste.,https://signsuisse.sgb-fss.ch/lexikon/128703/nachrichtendienst,2.959,5.334
123621,STOPPEN,de,dsgs,Verb,"bewirken, dass jemand aus einer Bewegung heraus zum Stehen kommt; jemanden anhalten",zum Stehen bringen,Die Polizei stoppt das Auto.,https://signsuisse.sgb-fss.ch/lexikon/123621/stoppen,2.24,4.36
119959,EMBRASSER,fr,lsf-ch,Verb,Donner un ou des baisers à.,"Bouche, mouvement.",Blanche Neige embrasse le nez de Grincheux.,https://signsuisse.sgb-fss.ch/fr/lexikon/119959/embrasser,2.375,7.625
115819,TRAVESTI,fr,lsf-ch,Medizin,Homme qui s'habille en femme.,Travelo.,"Le temps d'une soirée, Alain est un travesti.",https://signsuisse.sgb-fss.ch/fr/lexikon/115819/travesti,2.4,5.76
121823,SUPERBO,it,lis-ch,Allgemein,"Che ha una stima esagerata di sé, e assume per questo atteggiamenti di superiorità e di sprezzo nei confronti degli altri; che denota o rivela superbia.","Altero, altezzoso, pieno di sé.",Quell'uomo lavora in banca ed è una persona superba.,https://signsuisse.sgb-fss.ch/it/lexikon/121823/superbo,3.0,6.292
117187,POSSIBILITA',it,lis-ch,Allgemein,"Occasione, opportunità.",Opportunità.,Ci sono due possibilità di scelta: andare in piscina o in bicicletta.,https://signsuisse.sgb-fss.ch/it/lexikon/117187/possibilita,2.334,7.0
113201,GONDELBAHN,de,dsgs,Verkehr,Seilbahn; Fahrkabine einer Seilbahn oder einer Hängebahn,"die Kabine, die an dem (Draht)Seil einer Seilbahn hängt und in der Personen befördert werden","Wenn es stark stürmt, darf die Gondelbahn nicht weiter betrieben werden.",https://signsuisse.sgb-fss.ch/lexikon/113201/gondelbahn,2.84,6.08
118776,ÇA DÉPEND,fr,lsf-ch,Allgemein,Rien n'est sûr!,Peut être.,ça dépend de l'avis de chacun!,https://signsuisse.sgb-fss.ch/fr/lexikon/118776/ca-depend,2.792,5.5
125759,DSCHUNGEL,de,dsgs,Natur,"Dschungel ist eine umgangssprachliche Bezeichnung für einen sehr dichten Wald, häufig ist damit Tropischer Regenwald gemeint","viele Bäume, feuchtes Klima, viele Tiere leben hier",Der Dschungel ist voller Grünpflanzen.,https://signsuisse.sgb-fss.ch/lexikon/125759/dschungel,2.834,4.792
111425,LJUBLJANA,de,dsgs,Stadt,Ljubljana ist Hauptstadt und zugleich die grösste Stadt Sloweniens.,Hauptstadt von Slowenien,"Der Markt von Ljubljana ist schön, ebenso die ganze Stadt.",https://signsuisse.sgb-fss.ch/lexikon/111425/ljubljana,2.834,5.875
127431,JUNGLE,fr,lsf-ch,Natur,"Végétation très dense d'arbres, de lianes et de fougères des pays de mousson.",Forêt tropicale.,Le tigre vit dans la jungle.,https://signsuisse.sgb-fss.ch/fr/lexikon/127431/jungle,3.24,5.68
125709,REGENJACKE,de,dsgs,Allgemein,"Jacke aus leichtem, wasserundurchlässigem Material",spezielle Jacke gegen Regen,Dieses Mädchen hat eine gelbe Regenjacke.,https://signsuisse.sgb-fss.ch/lexikon/125709/regenjacke,3.24,5.76
128857,ZUG,de,dsgs,Stadt,Zug ist ein deutschsprachiger Kanton der Schweizerischen Eidgenossenschaft. Der Hauptort ist Zug.,"Stadt, Kanton",Es findet der Eishockey-Match Zug gegen Bern statt.,https://signsuisse.sgb-fss.ch/lexikon/128857/zug,2.25,4.842
118445,JAMAÏQUE,fr,lsf-ch,Nation,Île de la mer des Caraïbes.,"ìle, montagnes, plaine côtière étroite, chaînes montagneuses.",La boxe anglaise tient un rôle important en Jamaïque. On y pratique aussi d'autres sports comme le football et l'athlétisme.,https://signsuisse.sgb-fss.ch/fr/lexikon/118445/jamaique,3.5,7.959
112775,PENCHER,fr,lsf-ch,Verb,S'incliner vers le bas.,Se courber.,Il penche la tête pour regarder au fond du puits.,https://signsuisse.sgb-fss.ch/fr/lexikon/112775/pencher,3.28,7.72
129547,ZWIEBEL,de,dsgs,Nahrung,"Gemüse mit meist hellbrauner, dünner Schale und aromatisch riechendem, scharf schmeckendem Inneren","rundes Gemüse mit vielen Schichten, intensivem Geruch und Geschmack",Meine Mutter besitzt einen Garten mit vielen Zwiebeln.,https://signsuisse.sgb-fss.ch/lexikon/129547/zwiebel,2.36,4.64
113362,RONALDO CRISTIANO,fr,lsf-ch,Menschen,"Né le 5 février 1985 à Funchal sur l'île de Madère, est un footballeur international portugais.",le footalleur célèbre,Le monde entier connaît ce footballeur cébébre qui s'appelle Ronaldo Cristiano.,https://signsuisse.sgb-fss.ch/fr/lexikon/113362/ronaldo-cristiano,2.16,10.96
117389,SURFEN,de,dsgs,Veranstaltung/Medien,Als Internetsurfen (oder auch nur Surfen) wird umgangssprachlich das aufeinanderfolgende Betrachten von mehreren Webseiten bezeichnet. Dazu kommt meist ein Webbrowser zum Einsatz.,"im Internet verschiedene Webseiten anschauen, im Internet nach Informationen suchen",Die junge Frau surft gerne lange im Internet.,https://signsuisse.sgb-fss.ch/lexikon/117389/surfen,2.334,5.209
125191,SCHNAPS,de,dsgs,Nahrung,"Hochprozentiges, alkoholisches Getränk. Branntwein: selbst gebranter, klarer, scharfer Schnaps.","Kräftiger Alkohol, Hochprozentiges, Sprit (familiär), Fusel (abwertend), Seelenwärmer, z.B. Kirschschnaps, Mirabellenschnaps.",Dieser Schnaps ist aus Getreide und Fruchtsaft hergestellt.,https://signsuisse.sgb-fss.ch/lexikon/125191/schnaps,2.167,7.584
113565,BACKEN,de,dsgs,Verb,"Backen ist eine Gar- (siehe Kochen) und Lockerungstechnik, bei der das Gargut im Backofen mit heisser Luft gelockert, gegart und gebräunt wird.",backen im Backofen,"Sind die Weihnachtsguetzli fertig ausgestochen, werden sie im Ofen gebacken.",https://signsuisse.sgb-fss.ch/lexikon/113565/backen,2.584,6.25
119673,BANDAGE,fr,lsf-ch,Medizin,Bande de tissu appliquée sur une blessure.,"Bande, pansement.","Comme je me suis fait mal au poignet en jouant au badminton, par sécurité, je me suis fait un bandage.",https://signsuisse.sgb-fss.ch/fr/lexikon/119673/bandage,3.542,6.709
130024,EIDGENOSSE,de,dsgs,Eigenschaft,Bezeichnung für einen Staatsbürger oder eine Staatsbürgerin der Schweiz,zur Schweiz gehörig (Person),Diese Fussballmannschaft besteht aus richtigen Eidgenossen.,https://signsuisse.sgb-fss.ch/lexikon/130024/eidgenosse,2.64,4.12
129692,WETZIKON,de,dsgs,Stadt,Wetzikon ist die grösste politische Gemeinde im Bezirk Hinwil des Kantons Zürich in der Schweiz.,Ort im Kanton Zürich in der Schweiz,In Wetzikon gibt es eine Curlinghalle.,https://signsuisse.sgb-fss.ch/lexikon/129692/wetzikon,2.16,4.4
125417,BERUFSSCHULE,de,dsgs,Beruf/Schule,Berufsschulen bilden (im deutschsprachigen Raum) den schulischen Teil der dualen Berufsbildung.,Lehrlinge arbeiten im Betrieb und besuchen daneben die Berufsschule,In Zürich Örlikon befindet sich die Berufsschule für Gehörlose und Schwerhörige.,https://signsuisse.sgb-fss.ch/lexikon/125417/berufsschule,3.042,7.0
115706,ESTAVAYER-LE-LAC,de,dsgs,Stadt,Estavayer-le-Lac Freiburger ist eine politische Gemeinde im Schweizer Kanton Freiburg und Hauptort des Broyebezirks.,Ortsname im Kanton Freiburg in der Schweiz,"In Estavayer-le-Lac gibt es verschiedene Angebote wie Beachvolleybal, Wasserski usw.",https://signsuisse.sgb-fss.ch/lexikon/115706/estavayer-le-lac,2.16,6.24
127382,SCHMETTERLING,de,dsgs,Tiere,Die Schmetterlinge oder Falter bilden mit mehr als 180.000 beschriebenen Arten in 127 Familien und 46 Überfamilien nach den Käfern die an Arten zweitreichste Insekten-Ordnung.,Insekt mit farbigen Flügeln,Schmetterlinge gibt es ungefähr über 480 verschiedene Arten.,https://signsuisse.sgb-fss.ch/lexikon/127382/schmetterling,3.042,8.584
126544,TROMMELN,de,dsgs,Verb,"in kurzen (rhythmischen) Abständen an, auf, gegen etwas schlagen, klopfen","auf etwas immer wieder schnell schlagen, Rhythmus schlagen",Mein Kind trommelt sehr gern laut auf dem Deckel eines Topfs.,https://signsuisse.sgb-fss.ch/lexikon/126544/trommeln,2.32,6.76
121821,MALEDUCATO,it,lis-ch,Menschen,Chi non ha avuto una buona educazione.,"Che rivela una cattiva educazione, villano.","Lui mi ha dato uno spintone, è proprio un maleducato!",https://signsuisse.sgb-fss.ch/it/lexikon/121821/maleducato,3.334,5.209
129633,ULM,de,dsgs,Stadt,Ulm ist eine an der Donau am südöstlichen Rand der Schwäbischen Alb an der Grenze zu Bayern gelegene Universitätsstadt in Baden-Württemberg.,Stadt in Deutschland,Nahe der Stadt Ulm liegt das Legoland.,https://signsuisse.sgb-fss.ch/lexikon/129633/ulm,2.08,4.6
126581,RINDERWAHNSINN,de,dsgs,Tiere,"Erkrankung bei Rindern,welche zu einer schwammartigen Degeneration des Gehirns führt.","ansteckende Krankheit bei Rindern, die zum Tod führt und auf den Menschen übertragbar ist",Der Rinderwahnsinn kann auf den Menschen übertragen werden.,https://signsuisse.sgb-fss.ch/lexikon/126581/rinderwahnsinn,2.72,4.08
128466,SOURCIL,fr,lsf-ch,Medizin,Arc garni de poils situé au dessus de l'oeil humain.,Poils.,Emmanuel a des sourcils très épais.,https://signsuisse.sgb-fss.ch/fr/lexikon/128466/sourcil,2.76,8.48
121482,GEOGRAFIA,it,lis-ch,Beruf/Schule,"Scienza che studia l'aspetto della superficie terrestre e i fenomeni fisici, biologici e umani che in essa si verificano.",Conformazione della Terra e delle sue parti.,Ogni lunedì studio geografia.,https://signsuisse.sgb-fss.ch/it/lexikon/121482/geografia,3.0,5.209
121238,INCENDIO,it,lis-ch,Allgemein,"Combustione di materiali infiammabili, con rilevante sviluppo di fiamme.",Qualcosa che brucia.,Nella casa di fronte alla mia ho visto un incendio.,https://signsuisse.sgb-fss.ch/it/lexikon/121238/incendio,2.584,6.25
118715,TIRE-BOUCHON,fr,lsf-ch,Haushalt,Instrument en forme de vis servant à retirer le bouchon d'une bouteille.,"Instrument, bouchon, bouteille, ouvrir.","Ouvrir une bouteille de vin avec ce tir-bouchon, c'est vraiment très dur!",https://signsuisse.sgb-fss.ch/fr/lexikon/118715/tire-bouchon,2.625,8.76
119446,PLAISIR,fr,lsf-ch,Allgemein,"état affectif, émotion agréable,","joie, satisfaction, bien être",J'ai le plaisir de t'annoncer que nous attendons un enfant,https://signsuisse.sgb-fss.ch/fr/lexikon/119446/plaisir,2.625,5.209
